seller_id,seller_state,seller_city,performance_tier,total_orders,avg_delivery_days,avg_shipping_days,avg_approval_delay,late_rate_pct,late_orders,on_time_orders,total_revenue,avg_freight,avg_deviation
218d46b86c1881d022bce9c68a7d4b15,SP,ribeirao preto,Tier 2 - Average,382,13.8,2.02,0.36,9.95,38,382,53710.3,17.744380952380954,-11.04
218f991754f360af9c2daa5e0b8e990c,SP,sao paulo,Tier 2 - Average,14,13.21,3.49,0.2,14.29,2,15,3554.32,15.601176470588237,-6.68
2199e7fe213c16213bf5d6a7eadc9a5d,SP,registro,Tier 2 - Average,24,11.15,1.94,0.53,4.17,1,29,3767.29,18.060333333333332,-12.57
21e83881401b92b49fb09a16d3852291,MG,uberlandia,Tier 2 - Average,12,11.0,3.8,0.49,0.0,0,13,3109.06,38.23307692307692,-12.55
226b05fe067266c59c15dae208213d06,PR,curitiba,Tier 1 - Excellent,10,9.62,1.3,0.09,0.0,0,11,1056.9,17.152727272727272,-13.17
229c3efbfb0ea2058de4ccdfbc3d784a,MG,belo horizonte,Tier 2 - Average,118,10.84,1.78,0.38,2.54,3,142,15479.0,15.866965517241379,-11.67
232a6014e7b10cba61c6c2b2ea6bb4b0,SP,cafelandia,Tier 2 - Average,32,13.64,1.98,0.38,6.25,2,33,3819.97,34.202,-13.65
23613d49c3ac2bd302259e55c06c050c,SP,porto ferreira,Tier 2 - Average,69,13.89,5.3,0.52,15.94,11,68,4193.1,25.7473417721519,-10.64
236585a4ddb5fea9fa40233e2249ed91,RS,caxias do sul,Tier 2 - Average,11,13.14,6.16,0.54,9.09,1,10,649.53,17.10363636363636,-12.47
238fac594e170b59c6d228f5a4f4f1d9,SP,dois corregos,Tier 2 - Average,29,12.48,1.93,0.3,13.79,4,26,3126.0,47.31733333333333,-9.47
23a0ffca143a15b9b5bbdb7d552f626a,SP,sao pedro,Tier 2 - Average,23,11.14,1.32,0.28,13.04,3,21,3718.51,24.407083333333333,-10.72
23c38debaffe4a25a30fdbd9b586a13f,SP,votorantim,Tier 3 - Poor,41,11.56,2.99,0.42,17.07,7,39,5382.18,18.13869565217391,-9.71
23d7c96d4a1160db1c726b248601b25a,SP,capivari,Tier 2 - Average,50,13.26,3.81,0.23,12.0,6,46,10658.24,24.787115384615387,-10.25
240b9776d844d37535668549a396af32,RJ,niteroi,Tier 2 - Average,35,11.36,5.39,0.43,5.71,2,33,13332.09,23.98742857142857,-10.56
244c2f1bff6afe1f2eaf9bfe9b2aed38,SP,mogi das cruzes,Tier 3 - Poor,23,15.37,3.7,0.49,17.39,4,23,2580.0,44.99518518518518,-7.77
2528513dd95219a6013d4d05176e391a,SP,osasco,Tier 2 - Average,160,10.57,2.63,0.59,5.62,9,157,32660.2,22.534759036144578,-11.59
257e61d3251fb5efb9daadddbc2cf7ca,PR,apucarana,Tier 1 - Excellent,12,8.1,1.63,0.52,0.0,0,12,7729.0,89.765,-17.01
259f7b5e6e482c230e5bfaa670b6bb8f,SP,poa,Tier 1 - Excellent,136,8.6,1.74,0.43,2.21,3,159,8393.14,16.63135802469136,-13.05
25c5c91f63607446a97b143d2d535d31,MG,itauna,Tier 2 - Average,156,13.93,4.95,0.71,10.26,16,250,54208.78,26.11248120300752,-11.27
25cf099de44674fde97473224f9d59ab,SP,cotia,Tier 1 - Excellent,50,9.39,1.77,0.38,4.0,2,48,1654.36,14.103800000000001,-12.23
25e47381a6c510ddeb36084e33b89f0c,SP,praia grande,Tier 1 - Excellent,16,9.8,3.29,0.48,0.0,0,17,1289.6,16.59470588235294,-12.54
25e6ffe976bd75618accfe16cefcbd0d,SP,sao paulo,Tier 1 - Excellent,106,9.98,2.1,0.46,5.66,6,109,11552.62,14.67113043478261,-13.86
2646baaf662d4d92ac48f047e35db92d,SP,sao paulo,Tier 2 - Average,15,5.48,1.69,0.29,13.33,2,16,1263.05,15.907777777777776,-10.9
26785a546900236d66f2e4197c211158,SP,sao paulo,Tier 1 - Excellent,15,5.77,2.21,0.24,0.0,0,15,1019.2,15.03,-17.95
26af45f5dfd967225a832838aa4e24a3,PR,curitiba,Tier 1 - Excellent,10,9.17,1.91,0.31,0.0,0,11,573.1,18.046363636363637,-13.04
26d6bbee02420494d471c9f6436929c0,PR,curitiba,Tier 1 - Excellent,12,7.97,1.51,0.63,0.0,0,13,434.51,19.014615384615386,-9.87
26d8a1c7c75d513045798992ead43aa2,PR,apucarana,Tier 2 - Average,34,12.48,3.13,0.21,8.82,3,33,5937.13,18.14805555555556,-11.79
26e2c91ef821e1ff8985f408788fe35b,SP,ibitinga,Tier 4 - Critical,12,24.88,2.98,0.36,41.67,5,9,1649.4,19.605,0.06
270297ead4c65a6cd2593960d2af6b21,SP,sao paulo,Tier 2 - Average,17,14.49,3.33,0.24,0.0,0,19,9344.4,28.282105263157895,-13.0
2709af9587499e95e803a6498a5a56e9,SP,sao paulo,Tier 3 - Poor,25,12.7,3.05,0.69,92.0,23,23,1180.56,11.950652173913044,-3.79
271c58a1d139c45eaf3316107c6d3a3b,SP,sao paulo,Tier 2 - Average,27,13.16,5.92,0.42,7.41,2,25,3597.63,23.515555555555554,-10.54
272f092de69afedd4d2969440b37f18f,SP,sao paulo,Tier 1 - Excellent,25,9.35,3.05,0.15,0.0,0,39,1846.33,13.541794871794872,-15.35
2745f798279e0ed033addcc1474776d7,SP,sao paulo,Tier 2 - Average,32,13.36,3.35,0.61,9.38,3,29,3668.53,21.764375,-9.99
276677b5d08786d5dce7c2149dcce48b,MG,belo horizonte,Tier 2 - Average,31,11.1,1.92,0.73,9.68,3,42,3424.2,17.005555555555556,-9.5
282f23a9769b2690c5dda22e316f9941,MG,belo horizonte,Tier 2 - Average,98,11.21,3.39,0.46,5.1,5,104,6464.28,17.126330275229357,-11.39
289cdb325fb7e7f891c38608bf9e0962,SP,belo horizonte,Tier 1 - Excellent,109,6.66,1.6,0.45,1.83,2,123,13410.55,16.60416,-9.87
28f10b1c5e5abb9d4857745bede6147c,SP,sao paulo,Tier 3 - Poor,28,7.64,1.76,0.31,21.43,6,22,835.0,12.515,-5.97
2953ce3a88f5e3c3b696d77fc9e4c8eb,SP,sao paulo,Tier 3 - Poor,14,8.08,2.64,0.39,28.57,4,11,470.0,10.754666666666667,-4.11
2a1348e9addc1af5aaa619b1a3679d6b,MG,belo horizonte,Tier 4 - Critical,48,27.2,5.03,0.31,31.25,15,36,2697.4,14.262156862745098,1.35
2a261b5b644fa05f4f2700eb93544f2c,SP,porto ferreira,Tier 3 - Poor,51,14.46,2.56,0.52,35.29,18,64,5355.0,24.899146341463414,-8.4
2a5b78b41cd05baeac8df54c6606b92c,MG,formiga,Tier 1 - Excellent,46,9.34,2.02,0.34,2.17,1,55,15554.28,18.235535714285714,-17.95
2a61c271b1ac763450d846849783e922,SP,santo andre,Tier 4 - Critical,18,20.19,2.24,0.76,22.22,4,19,1516.76,21.581304347826087,-5.7
2a6fbeaa7ab9e5d59a35841a8da71ce4,SC,jaragua do sul,Tier 2 - Average,30,14.51,4.18,0.23,6.67,2,28,1632.79,21.083000000000002,-12.08
2a7dc43cecabf23403078e2188437d1d,SP,sao paulo,Tier 2 - Average,52,12.96,4.13,0.39,7.69,4,50,4795.91,15.439074074074075,-9.54
2a84855fd20af891be03bc5924d2b453,MG,belo horizonte,Tier 1 - Excellent,152,8.61,1.88,0.41,3.29,5,151,14644.2,20.65820512820513,-11.71
2aa3443d7bf9d9bb11133f420d75e083,RJ,rio de janeiro,Tier 3 - Poor,10,10.57,2.27,0.17,20.0,2,8,647.0,13.412,-8.22
2addf05f476d0637864454e93ba673d5,DF,brasilia,Tier 2 - Average,12,10.4,1.29,0.19,0.0,0,12,4552.0,27.136666666666667,-14.37
2b1a40c1daabc6ca280c4b815c101841,MG,divinopolis,Tier 2 - Average,22,13.91,1.19,0.4,4.55,1,32,12342.6,55.549696969696974,-13.33
2b3e4a2a3ea8e01938cabda2a3e5cc79,SP,sao paulo,Tier 1 - Excellent,52,8.7,2.95,0.69,0.0,0,54,23629.15,16.776851851851852,-11.26
2be17df1c49978426251562096c3cc09,SC,tubarao,Tier 2 - Average,16,12.27,1.71,0.24,6.25,1,15,2165.0,19.534375,-15.45
2bf6a2c1e71bbd29a4ad64e6d3c3629f,RJ,nova friburgo,Tier 2 - Average,30,13.37,2.66,0.61,10.0,3,28,50628.9,32.27709677419355,-14.05
2c4c47cb51acd5ea5db5e0ae0e26542a,SP,buritama,Tier 2 - Average,12,10.81,3.01,0.61,0.0,0,15,2575.9,22.764666666666667,-12.67
2c9e548be18521d1c43cde1c582c6de8,SP,mogi das cruzes,Tier 3 - Poor,124,13.73,2.0,0.41,23.39,29,142,6013.56,14.365672514619884,-6.25
2d2c62bef4c8ba0dd74e0e228e808539,SP,ribeirao preto,Tier 2 - Average,16,10.31,1.58,0.1,12.5,2,14,3749.0,30.0925,-8.58
2d42ebcda99fd55f6f4bc2f1ca035d50,GO,uruacu,Tier 1 - Excellent,10,9.65,1.43,0.27,0.0,0,11,921.5,25.679090909090913,-13.77
2d50d6282f8aa2257819a77bfaa0efe0,SP,ibitinga,Tier 2 - Average,42,13.76,3.14,0.47,14.29,6,37,3008.48,17.538837209302326,-9.64
2d518637f53161b973e01f56ea4bb88e,SP,sao paulo,Tier 2 - Average,13,13.66,4.04,0.65,0.0,0,13,1219.89,24.60076923076923,-20.83
2dee2ce60de9709b1a24083217181a1f,MT,sinop,Tier 2 - Average,54,14.45,2.14,0.45,3.7,2,53,7784.5,37.455636363636366,-16.38
2e13c71026e1a39ba5cc1b86dcb679aa,SP,sao paulo,Tier 2 - Average,24,10.37,3.21,0.34,8.33,2,26,3793.0,18.471785714285716,-13.49
2e1a7d075abe038c1b2743005fe42ff1,SP,sao paulo,Tier 3 - Poor,18,14.95,3.23,0.36,33.33,6,16,1366.8,15.67681818181818,-5.37
2e1c9f22be269ef4643f826c9e650a52,SP,sao paulo,Tier 1 - Excellent,161,9.72,2.11,0.28,6.83,11,156,12170.24,13.899880239520959,-9.76
2e3be8a987a30d7544dbbda6861cc14e,MG,belo horizonte,Tier 2 - Average,14,14.03,3.38,0.38,7.14,1,14,2472.86,18.53666666666667,-10.23
2e90cb1677d35cfe24eef47d441b7c87,SP,sao paulo,Tier 2 - Average,127,12.1,2.24,0.37,13.39,17,120,13894.71,21.076277372262776,-10.05
2eb70248d66e0e3ef83659f71b244378,SP,campinas,Tier 3 - Poor,187,17.97,10.96,0.38,14.97,28,169,38990.72,15.51274111675127,-9.41
2f4b0d3b9634b647d4edee577d7ebb7e,SP,sao paulo,Tier 1 - Excellent,10,6.51,4.26,0.34,0.0,0,11,337.9,7.673636363636363,-7.13
2f74af7a0ee5636f12c2336f9fffed47,SP,sao paulo,Tier 1 - Excellent,13,9.7,3.91,0.19,0.0,0,13,560.7,12.597692307692306,-8.05
2ff97219cb8622eaf3cd89b7d9c09824,SP,salto,Tier 1 - Excellent,87,8.79,1.65,0.55,6.9,6,88,4339.1,14.463829787234042,-8.65
3078096983cf766a32a06257648502d1,SP,scao jose do rio pardo,Tier 2 - Average,56,12.08,1.89,0.34,5.36,3,58,7910.84,22.46311475409836,-11.65
30829ded4523ab9224b93bc49a62c95f,RS,parai,Tier 2 - Average,18,10.49,3.87,0.43,5.56,1,30,6911.71,20.580645161290324,-17.98
3092c0b297aacfb4bb6e056ebe13b9b8,SP,aruja,Tier 2 - Average,16,13.56,4.08,0.23,0.0,0,17,1184.3,18.46941176470588,-26.27
30a2f535bb48308f991d0b9ad4a8c4bb,SP,santa barbara d'oeste,Tier 1 - Excellent,71,8.41,1.63,0.41,4.23,3,84,4731.3,12.460459770114943,-12.2
30a81d8cf85fb2ada1b1b094c9583a95,SP,sao paulo,Tier 1 - Excellent,17,4.03,1.6,0.37,0.0,0,20,1245.42,8.405,-7.01
31344c16881c08a8a72c6d2eb29918c1,MG,uba,Tier 2 - Average,42,15.7,3.1,0.46,4.76,2,40,9365.8,52.584523809523816,-9.64
31561f325664a8a7aba4c8d0c3a9b3db,SP,sao paulo,Tier 1 - Excellent,35,7.47,2.0,0.39,2.86,1,36,2572.29,16.487297297297296,-9.02
318f287a62ab7ac10b703ac37435a231,SP,sao paulo,Tier 2 - Average,51,12.17,4.31,0.25,13.73,7,54,2432.48,17.984262295081965,-8.81
31ae0774c17fabd06ff707cc5bde005f,SP,americana,Tier 2 - Average,11,11.78,2.14,0.76,9.09,1,10,6719.85,77.34727272727274,-11.7
31da954dc0855f2495c6310f70a2f931,SP,araras,Tier 2 - Average,29,8.12,1.6,0.44,10.34,3,27,4583.0,14.990333333333332,-10.1
323ce52b5b81df2cd804b017b7f09aa7,SP,sao paulo,Tier 4 - Critical,29,17.06,4.16,0.19,17.24,5,24,2374.3,13.563793103448276,-4.94
325f3178fb58e2a9778334621eecdbf9,SP,taboao da serra,Tier 1 - Excellent,36,6.28,2.0,0.43,0.0,0,46,981.7,9.818913043478261,-11.37
32b8764b4ef628b53608fc34011fcc13,SC,lages,Tier 2 - Average,36,11.27,2.07,0.61,8.33,3,35,8884.0,78.16894736842106,-14.03
3340ef1913fb70d28420f6ceb685c339,PR,maringa,Tier 2 - Average,32,15.51,2.1,0.35,12.5,4,38,6731.15,17.866666666666667,-10.6
334cab711dee080b079fa5779b584783,SP,santo andre,Tier 1 - Excellent,11,6.98,1.39,1.06,0.0,0,26,1069.7,13.52576923076923,-13.69
33576ec5412fb5905d876f12f33bfde6,PR,curitiba,Tier 2 - Average,31,14.65,8.39,0.4,3.23,1,31,2718.0,17.811875,-16.46
3361277dc30b7cccdb0c286b24219756,PR,maringa,Tier 3 - Poor,29,13.87,3.02,0.38,17.24,5,37,3905.05,15.139285714285714,-14.38
33a17d60c64393351ebf1ef860f4e0f2,RS,porto alegre,Tier 2 - Average,42,10.59,3.5,0.32,2.38,1,45,8022.51,27.178478260869564,-15.26
33a6f4b1e7cdc205511e76ba1b6e0186,SP,guarulhos,Tier 1 - Excellent,105,8.54,1.75,0.27,1.9,2,124,10295.01,14.991269841269842,-12.99
33ac3e28642ab8bda860a2f693000e78,SP,cotia,Tier 1 - Excellent,34,8.66,2.57,0.18,0.0,0,35,3661.03,14.002571428571429,-12.34
33c51922b6e3c16b24a8f28e5833c99d,PR,londrina,Tier 2 - Average,18,14.79,6.42,0.36,5.56,1,19,6657.87,18.4005,-13.16
33cbbec1e7e1044aaf11d152172c776f,RS,bento goncalves,Tier 1 - Excellent,15,8.13,1.13,0.37,0.0,0,16,730.67,24.926875,-15.4
34056b8b55c1775a22af2331670a799c,SP,penapolis,Tier 2 - Average,77,12.93,1.94,0.53,11.69,9,68,6398.7,22.746883116883115,-10.2
343e716476e3748b069f980efbaa294e,SP,campinas,Tier 3 - Poor,16,15.76,5.62,0.32,6.25,1,22,876.7,13.175217391304347,-14.96
3481aa57cd91f9f9d3fa1fa12d9a3bf7,SP,capivari,Tier 1 - Excellent,25,10.19,4.75,0.78,0.0,0,25,1773.03,30.9656,-16.29
34d1ca11b242c0fee2c834ae8d788566,MG,congonhas,Tier 2 - Average,40,13.13,2.12,0.54,0.0,0,41,13422.24,23.95219512195122,-13.36
3504c0cb71d7fa48d967e0e4c94d59d9,SP,maua,Tier 1 - Excellent,53,7.33,1.84,0.23,0.0,0,53,2349.94,12.969245283018868,-10.04
3586b8580d9c917874e053a1bb37b5ff,SP,araraquara,Tier 2 - Average,36,14.06,2.43,0.8,5.56,2,41,1524.7,19.24767441860465,-16.31
36890be00bbfc1cdb9a4a38a6af05a69,SP,osasco,Tier 3 - Poor,13,9.42,3.26,0.5,23.08,3,10,1361.3,18.429230769230767,-10.9
36a968b544695394e4e9d7572688598f,SP,santos,Tier 2 - Average,148,10.73,4.07,0.48,4.73,7,149,6864.47,13.16173076923077,-11.69
373ee4a3a775a733770ca3f790b8b9ac,RJ,rio de janeiro,Tier 2 - Average,13,10.61,6.56,1.28,15.38,2,20,2141.49,13.196363636363635,-8.96
37515688008a7a40ac93e3b2e4ab203f,SP,dracena,Tier 2 - Average,227,15.08,5.09,0.53,10.57,24,215,5954.1,14.21192468619247,-7.35
376a891762bbdecbc02b4b6adec3fdda,GO,goiania,Tier 2 - Average,57,12.12,1.67,0.52,3.51,2,56,6406.23,22.196551724137933,-14.56
3771c85bac139d2344864ede5d9341e3,SP,sorocaba,Tier 3 - Poor,26,12.77,3.9,0.4,19.23,5,25,1433.3,13.632,-7.64
3785b653b1b82de85ab47dd139938091,PR,ampere,Tier 2 - Average,21,11.33,2.12,0.85,0.0,0,24,1552.0,20.052916666666665,-18.5
37be5a7c751166fbc5f8ccba4119e043,SP,sao paulo,Tier 2 - Average,269,10.61,3.34,0.35,2.6,7,271,54735.55,21.659028776978417,-12.85
381c83fdca332ea6afd896da20bf6e4a,PR,curitiba,Tier 2 - Average,46,12.69,2.36,0.27,4.35,2,44,7355.8,21.72195652173913,-15.1
382229d1e840115ffe3dbf5ff460e417,RJ,rio de janeiro,Tier 2 - Average,45,8.99,1.68,0.36,11.11,5,43,4037.06,17.776458333333334,-9.67
38e679b9e0064cd94c6f035707344dae,PR,londrina,Tier 2 - Average,27,11.19,2.71,0.56,3.7,1,27,3644.15,24.73107142857143,-16.25
391fc6631aebcf3004804e51b40bcf1e,SP,ibitinga,Tier 2 - Average,521,14.27,3.51,0.38,11.13,58,547,39475.3,16.667504132231404,-11.03
392e0502231ae2f8b29994ef6398cd77,SP,cerqueira cesar,Tier 3 - Poor,17,17.71,3.16,0.25,11.76,2,15,1572.9,18.228823529411763,-7.35
3935fe5fe0f82787a9dcb8deb62be09d,SP,sao paulo,Tier 2 - Average,16,11.01,1.91,0.22,12.5,2,15,1681.69,24.685882352941174,-9.85
3969863bb8af7f72580b3b1ffd3a17b3,SP,sao paulo,Tier 1 - Excellent,12,9.84,4.4,0.15,0.0,0,13,623.15,17.451538461538462,-10.84
39c763cca83e654764b7a4a650fb9b7c,GO,goiania,Tier 3 - Poor,11,13.49,2.34,0.3,18.18,2,9,761.0,20.291818181818183,-6.16
39d54ff918774174706fb065d7f9dc07,SP,sao paulo,Tier 2 - Average,22,15.16,2.65,0.21,13.64,3,21,1554.69,14.501249999999999,-11.61
3a1a1fec38dd360f15fc912e821e169d,SP,sao paulo,Tier 3 - Poor,15,14.43,3.51,0.42,26.67,4,11,2007.38,24.75,-4.5
3a734b715d333a2588a3d54a0c9b8746,SP,osasco,Tier 2 - Average,15,11.6,3.07,0.49,6.67,1,20,2121.52,16.585714285714285,-12.1
3ab971ce71839580d2ae5b4e40fe8044,SP,sao paulo,Tier 2 - Average,35,6.74,2.18,0.42,8.57,3,34,4917.0,23.79054054054054,-11.42
3ade81dab5a172b88e1871c28ae05260,SP,sao jose do rio preto,Tier 2 - Average,28,13.8,3.86,0.35,14.29,4,26,5383.6,47.933,-9.8
3b15288545f8928d3e65a8f949a28291,SP,ibitinga,Tier 2 - Average,101,14.33,3.07,0.32,7.92,8,110,13764.82,20.33949152542373,-11.13
3b872fd4747f01cc56206f2934198618,SP,ibitinga,Tier 2 - Average,25,14.42,2.45,0.61,16.0,4,23,2726.74,41.34703703703704,-8.39
3bb548e3cb7f70f28e3f11ee9dce0e59,PR,maringa,Tier 2 - Average,46,10.68,3.04,0.53,0.0,0,53,7690.02,16.92056603773585,-17.15
3bdff180c7e1f6551a643b99c265a120,SP,sao paulo,Tier 2 - Average,56,10.29,2.2,0.4,7.14,4,54,3008.2,17.308275862068964,-11.71
3be634553519fb6536a03e1358e9fdc7,SP,sao paulo,Tier 2 - Average,80,9.78,2.47,0.23,10.0,8,87,5231.02,18.986631578947367,-10.13
3c010235b7345c92f125d14ee232a76b,PR,mandirituba,Tier 2 - Average,15,11.04,5.22,0.62,0.0,0,15,3578.0,28.488,-8.43
3c03b12bab54d8b37d79d914bfdb1aa0,RJ,sao joao de meriti,Tier 3 - Poor,37,13.75,1.68,0.3,18.92,7,36,4236.34,15.893720930232558,-8.12
3c487ae8f8d7542beff5788e2e0aea83,DF,gama,Tier 2 - Average,30,13.41,3.38,0.44,3.33,1,32,9385.7,21.80757575757576,-10.32
3c4e0452bff7a2a788179488d3d77032,PR,colombo,Tier 2 - Average,32,13.53,2.18,0.3,3.12,1,35,3746.4,16.836666666666666,-14.93
3c7c4a49ec3c6550809089c6a2ca9370,SP,sao paulo,Tier 2 - Average,139,9.76,2.46,0.66,9.35,13,145,4002.75,11.370000000000001,-8.68
3ca08eeb8d5595949fed424bd3677742,PR,curitiba,Tier 2 - Average,13,10.3,2.37,0.36,0.0,0,13,1688.88,34.54615384615385,-13.67
3d2531eccfbde1d7c8db7a3a12fb267a,MG,contagem,Tier 1 - Excellent,10,10.0,2.88,0.77,0.0,0,10,1999.54,21.306,-13.24
3d5d0dc7073a299e31fa718ce1bc00b6,RJ,rio de janeiro,Tier 2 - Average,19,8.16,2.15,0.55,15.79,3,17,596.9,16.1825,-12.83
3d871de0142ce09b7081e2b9d1733cb1,SP,campo limpo paulista,Tier 2 - Average,1063,13.43,3.33,0.37,6.3,67,1063,93298.4,19.5428407079646,-12.41
3d8fa2f5b647373c8620330c4e077a9f,SP,sao paulo,Tier 1 - Excellent,42,9.32,3.3,0.3,2.38,1,46,3501.74,16.8931914893617,-12.56
3db66a856d18a9cba7c9241fc5221c50,MG,ponte nova,Tier 3 - Poor,94,15.83,5.7,0.47,11.7,11,86,9478.3,21.075876288659792,-11.2
3dbbce181edfaa4a597ec858c382d2ec,PR,curitiba,Tier 2 - Average,17,14.2,3.62,0.41,11.76,2,18,848.3,22.0135,-9.74
3df020b72d3d44b3af9d110fa3940b65,SP,jales,Tier 3 - Poor,55,12.83,2.0,0.35,21.82,12,89,5039.9,16.926435643564357,-10.18
3f3486b61f45078d4f31ee5e43d8c5bb,SP,sao paulo,Tier 2 - Average,39,13.88,1.89,0.44,15.38,6,33,3769.73,22.65128205128205,-9.6
3f8034bfc6b8b4135534975d49f04c63,PR,curitiba,Tier 2 - Average,11,10.54,1.37,0.25,0.0,0,14,1273.9,17.787857142857142,-17.21
3f995f07c49d0d55a99d5c54957f7d81,SP,itapecerica da serra,Tier 1 - Excellent,43,9.59,1.77,0.41,2.33,1,42,3955.7,15.616279069767442,-11.41
3fac58ce0ad699020c7944d53c41329c,SP,sao paulo,Tier 3 - Poor,10,4.11,2.28,0.12,30.0,3,13,1244.95,11.438749999999999,-6.28
3fd1e727ba94cfe122d165e176ce7967,SP,araraquara,Tier 3 - Poor,35,15.64,2.33,0.28,20.0,7,29,2747.4,15.235833333333334,-8.11
403aa86912527d730337ffcb0fb096ab,MG,belo horizonte,Tier 2 - Average,11,10.99,3.4,0.7,0.0,0,11,8959.89,18.60181818181818,-11.28
406822777a0b9eb5c50e442dd4cd3ec5,SP,tatui,Tier 2 - Average,44,13.61,2.31,0.27,13.64,6,40,3548.09,19.589565217391304,-9.84
40d54b51e962dbe09cabbcfd33298dee,SP,santo andre,Tier 1 - Excellent,30,7.22,2.38,0.47,0.0,0,31,6785.56,17.344838709677422,-11.82
40db9e9aa57f7bb151bcda6b0f9bdbb7,PE,recife,Tier 2 - Average,12,14.78,5.97,0.82,8.33,1,11,23168.0,54.66583333333333,-14.73
411f3b52d857390502ee4e4d5ceabc2d,SP,ribeirao pires,Tier 3 - Poor,20,8.71,2.02,0.72,30.0,6,22,1767.21,12.611785714285714,-5.67
412a4720f3e9431b4afa1476a1acddbe,SP,campinas,Tier 2 - Average,21,10.47,1.55,0.63,4.76,1,21,2058.1,23.23,-9.11
41ab63a91b8b264e8c8780368bf1dd5b,MG,belo horizonte,Tier 3 - Poor,12,17.69,8.06,0.53,0.0,0,13,2571.95,23.25153846153846,-21.81
41b39e28db005d9731d9d485a83b4c38,SP,santo andre,Tier 2 - Average,187,12.49,4.6,0.4,6.95,13,210,16306.75,16.850986547085203,-17.75
41b86b552e54e3a7009596125aa8b167,SP,sao paulo,Tier 2 - Average,10,15.68,2.15,0.2,0.0,0,11,1595.3,21.328181818181818,-17.34
41c2bad7229b0c25e6becf179ebf63ff,RN,natal,Tier 1 - Excellent,20,4.66,1.76,0.6,0.0,0,23,782.0,8.257391304347825,-15.25
41da412d33e8da4f22baf55cb1bde82c,ES,domingos martins,Tier 1 - Excellent,15,9.21,1.91,0.48,0.0,0,21,862.9,17.81714285714286,-18.51
4200ddf1967c5e41e48db62bc6d4b5ac,SP,sao bernardo do campo,Tier 1 - Excellent,22,8.98,2.46,0.56,4.55,1,41,734.8,11.617380952380952,-10.7
42b729f859728f5079499127a9c2ef37,SP,sao paulo,Tier 2 - Average,101,7.93,3.91,0.44,12.87,13,116,3954.16,9.823875968992247,-6.46
42bde9fef835393bb8a8849cb6b7f245,DF,brasilia,Tier 1 - Excellent,34,9.83,2.11,0.18,2.94,1,38,7574.0,19.676153846153845,-13.5
42ef3192a9ff87a22d1867b74b3ee205,SP,santo andre,Tier 1 - Excellent,23,9.31,4.12,0.45,0.0,0,23,1354.09,13.125217391304348,-10.25
42fa4ee7240e9b8eb4576358ec142ba7,RS,caxias do sul,Tier 1 - Excellent,22,6.92,1.26,0.26,0.0,0,22,3845.7,23.580454545454543,-14.95
430315b7bb4b6e4b3c978f9dfa9b0558,SP,sao paulo,Tier 2 - Average,19,14.36,4.21,0.33,5.26,1,19,2864.4,27.508,-12.98
4305fe92735c8a43d154ff6dd2b8d927,MG,coronel fabriciano,Tier 2 - Average,17,11.23,2.86,0.27,0.0,0,19,2606.1,20.71263157894737,-9.59
431050a06a317f2b38168dec3dcd2b46,SP,sao paulo,Tier 1 - Excellent,10,8.92,2.49,0.12,0.0,0,10,1370.0,20.615000000000002,-13.32
431af27f296bc6519d890aa5a05fdb11,SP,ribeirao preto,Tier 4 - Critical,116,16.94,4.74,0.37,16.38,19,105,12974.6,17.16491935483871,-6.83
4324dd16853115efb0fd9d0d131ba6f4,SP,sao jose do rio pardo,Tier 2 - Average,12,12.77,2.12,0.84,8.33,1,17,1052.25,18.178888888888892,-13.2
432c37c9dfba871172ec162e20118b8c,DF,brasilia,Tier 3 - Poor,44,15.7,5.01,0.61,18.18,8,47,2679.87,16.998727272727272,-10.64
4371b634e0efc0e22b09b52907d9d469,SP,sao paulo,Tier 2 - Average,101,10.74,1.94,0.36,7.92,8,103,8168.0,13.306396396396396,-10.08
43f8c9950d11ecd03a0304a49e010da6,SP,carapicuiba,Tier 2 - Average,41,11.5,1.95,0.52,7.32,3,38,4249.59,13.600731707317074,-11.51
44073f8b7e41514de3b7815dd0237f4f,DF,brasilia,Tier 2 - Average,142,13.17,3.18,0.43,4.93,7,144,18380.64,20.78708609271523,-15.13
440dd6ab244315c632130ecfb63827b1,SP,votuporanga,Tier 3 - Poor,91,16.67,3.06,0.38,13.19,12,80,13089.0,22.246521739130436,-10.68
45213867cefbf2cd4c6177e10216a951,SP,araras,Tier 2 - Average,14,14.92,2.88,0.62,14.29,2,12,4955.42,30.981428571428573,-12.64
4559697a8f7e637227c2eeaed843baff,SP,presidente prudente,Tier 2 - Average,39,12.94,2.49,0.36,7.69,3,36,3486.3,18.03128205128205,-11.75
45ba18c210d42734ec52c0c1c574e9ee,SP,sao roque,Tier 1 - Excellent,35,7.17,1.7,0.96,5.71,2,36,5099.44,24.324473684210528,-11.79
45d33f715e24d15a6ccf5c17b3a23e3c,SP,sorocaba,Tier 2 - Average,56,11.53,4.33,0.52,7.14,4,54,4518.49,14.91344827586207,-11.3
4677a5437afda5fa7140b927b07be1cc,PR,japira,Tier 2 - Average,11,12.51,3.51,0.47,9.09,1,10,3415.7,38.18181818181818,-13.35
46dc3b2cc0980fb8ec44634e21d2718e,RJ,rio de janeiro,Tier 2 - Average,503,11.79,3.13,0.3,6.56,33,490,122691.38,21.674760994263863,-11.54
